"LOC","RES","STARTDATE","OPTIONSET","DUR","AVAILCAP","RESCOST","CHGCOST","CPPCOSTRESUTIL","CPPCOSTSKUPROD","CPPLOADFIRMORDER","CPPLOADPLANORDER","CPPLOADSCHEDRCPT","CPPOVERCAP","CPPTOTCAP","CPPTOTLOADCHG","CPPTOTLOADPROD","CPPUNUSEDCAP","CBMPTOTLOAD","CBMPTOTLOADCUSTORD","CBMPTOTLOADFCSTORD","CBMPTOTLOADSSORD","CBMPTOTLOADUNCOMM","MPPOLOAD","MPFIRMPOLOAD","MPSCHEDRCPTLOAD","MPRECSHIPLOAD","MPFIRMRECSHIPLOAD","MPVEHLOADLINELOAD","MPINVENTORY","USERID","PROCESSDATE","PCTUSED","CPPTOTLOAD","MPTOTLOADCUSTORDER","MPTOTLOAD","MPTOTLOADSSORDER","MPTOTLOADFCSTORDER","MPTOTLOADUNCOMM","RESSOURCEEXCEPTION","RESCOUNTEXCEPTION","SIMULATION_NAME","WORKORDERLOAD","MPPLANARRIVLOAD","PLANNEDSUPPLYORDERLOAD","MPFIRMPLANARRIVLOAD","TOTLOAD","MPCHANGEOVERLOAD","REQUIREMENTPLANAVAILCAP","DISTREQUIREMENTLOAD","FIRMARRIVALREQUIREMENTLOAD","FIRMPLANORDERREQUIREMENTLOAD","PRODREQUIREMENTLOAD","SCHEDRCPTSREQUIREMENTLOAD","TOTALREQUIREMENTLOAD","VEHICLELOADLINEREQUIREMENTLOAD","MPOVERTIMECAP","MPREGULARCAP","MPOVERTIMELOAD","MPREGULARLOAD","OVERTIMEAVAILCAP","MINUTILIZATION","MAXUTILIZATION","IDEALUTILIZATION","STORAGELOAD"
"1001","VJCRM1ACL1","01-APR-25","SNOP_BATCH_STORE_RES_PROJ","10080","14.086528999999985","0","0","0","0","0","0","0","0","88.32","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","84.05057857789858","0","0","74.23347100000001","0","0","0","0","0","MONTHLY_BASE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","88.32","0","74.23347100000001","0","7","0","0","0"
"1001","VJCRM1ACL1","08-APR-25","SNOP_BATCH_STORE_RES_PROJ","10080","54.38947200000001","0","0","0","0","0","0","0","0","154.56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","64.81012422360247","0","0","100.17052799999999","0","0","0","0","0","MONTHLY_BASE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","154.56","0","100.17052799999999","0","7","0","0","0"
"1001","VJCRM1ACL1","15-APR-25","SNOP_BATCH_STORE_RES_PROJ","10080",".0006699999999568718","0","0","0","0","0","0","0","0","154.56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","99.9995665113872","0","0","154.55933000000005","0","0","0","0","0","MONTHLY_BASE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","154.56","0","154.55933000000005","0","7","0","0","0"
"1001","VJCRM1ACL1","22-APR-25","SNOP_BATCH_STORE_RES_PROJ","12960",".0008640000000639247","0","0","0","0","0","0","0","0","198.72","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","99.99956521739128","0","0","198.71913599999993","0","0","0","0","0","MONTHLY_BASE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","198.72","0","198.71913599999993","0","9","0","0","0"
"1001","VJCRM1ACL1","01-MAY-25","SNOP_BATCH_STORE_RES_PROJ","10080",".0001949999999908414","0","0","0","0","0","0","0","0","44.16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","99.99955842391306","0","0","44.159805000000006","0","0","0","0","0","MONTHLY_BASE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.16","0","44.159805000000006","0","7","0","0","0"
"1001","VJCRM1ACL1","08-MAY-25","SNOP_BATCH_STORE_RES_PROJ","10080","103.42951599999998","0","0","0","0","0","0","0","0","154.56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","33.08131728778469","0","0","51.130484000000024","0","0","0","0","0","MONTHLY_BASE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","154.56","0","51.130484000000024","0","7","0","0","0"
"1001","VJCRM1ACL1","15-MAY-25","SNOP_BATCH_STORE_RES_PROJ","10080",".0006169999999769971","0","0","0","0","0","0","0","0","154.56","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","99.99960080227744","0","0","154.55938300000003","0","0","0","0","0","MONTHLY_BASE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","154.56","0","154.55938300000003","0","7","0","0","0"
"1001","VJCRM1ACL1","22-MAY-25","SNOP_BATCH_STORE_RES_PROJ","14400","38.47674699999996","0","0","0","0","0","0","0","0","220.79999999999998","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","82.57393704710147","0","0","182.32325300000002","0","0","0","0","0","MONTHLY_BASE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","220.79999999999998","0","182.32325300000002","0","10","0","0","0"
"1001","VJCRM1ACL1","01-JUN-25","SNOP_BATCH_STORE_RES_PROJ","43200","151.08078699999987","0","0","0","0","0","0","0","0","640.3199999999999","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","76.40542431909047","0","0","489.23921300000006","0","0","0","0","0","MONTHLY_BASE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","640.3199999999999","0","489.23921300000006","0","30","0","0","0"
"1001","VJCRM1BAF","22-FEB-25","SNOP_BATCH_STORE_RES_PROJ","10080","73.83187000000011","0","0","0","0","0","0","0","0","151.20000000000002","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","_jsw_prd_scpo_bat@jdadelivers.com","22-FEB-25","51.16939814814808","0","0","77.36812999999991","0","0","0","0","0","MONTHLY_BASE","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","151.20000000000002","0","77.36812999999991","0","7","0","0","0"
